,Month,day,DayOfWeek,IsWeekend,PRCP,SNOW,SNWD,TMIN,TMAX,Crash Count,SHOOTING_INCIDENT_COUNT,FIRE_INCIDENT_COUNT,EVRNT_COUNT,Minutes Late Lag1,Minutes Late Lag7,Minutes Late Lag14,Delay Category
217,8,5,3,0,0.01,0.0,0.0,70.08,84.46,75.82,0.45,290.75,6.19,10.98,10.65,10.38,3rd Party Operations
218,8,6,4,0,0.01,0.0,0.0,71.16,86.06,80.88,0.74,376.73,6.28,12.81,12.84,12.73,Police
219,8,7,5,1,0.24,0.0,0.0,69.9,84.91,78.19,0.57,351.83,7.21,12.26,11.92,12.68,Customers
220,8,8,6,1,0.03,0.0,0.0,72.5,87.14,80.93,0.39,388.45,6.24,17.47,17.72,16.26,Weather & Environmental
221,8,9,0,0,0.17,0.0,0.0,70.67,86.52,84.32,0.56,345.41,7.24,9.52,10.42,11.51,Engineering (Unscheduled)
222,8,10,1,0,0.14,0.0,0.0,71.33,85.1,75.8,0.26,322.0,7.65,13.45,12.2,11.92,Customers
223,8,11,2,0,0.53,0.0,0.0,70.37,83.85,80.64,0.51,351.16,7.19,10.99,12.13,12.82,Customers
224,8,12,3,0,0.2,0.0,0.0,70.08,85.56,76.59,0.55,347.49,6.81,10.72,10.23,10.76,Customers
225,8,13,4,0,0.34,0.0,0.0,69.38,81.68,95.5,0.87,377.7,5.65,13.2,12.92,12.23,Weather & Environmental
226,8,14,5,1,1.36,0.0,0.0,69.15,80.91,71.02,0.44,401.42,6.3,10.75,11.18,11.05,Customers
227,8,15,6,1,0.18,0.0,0.0,66.63,81.85,99.25,0.8,376.69,5.4,16.45,15.85,15.65,Maintenance of Equipment
228,8,16,0,0,0.03,0.0,0.0,71.12,85.67,87.18,0.55,409.01,6.68,9.58,10.9,11.52,Customers
229,8,17,1,0,0.23,0.0,0.0,70.83,87.07,77.51,0.36,395.63,7.25,10.48,10.2,10.64,Customers
230,8,18,2,0,0.13,0.0,0.0,68.65,84.32,69.28,0.47,284.23,6.75,20.97,19.41,16.56,Police
231,8,19,3,0,0.2,0.0,0.0,67.69,82.97,73.52,0.34,342.5,5.58,17.56,18.37,18.67,3rd Party Operations
232,8,20,4,0,0.04,0.0,0.0,70.92,83.36,75.19,0.28,363.83,6.83,11.74,12.16,14.0,Customers
233,8,21,5,1,0.31,0.0,0.0,69.35,84.91,94.9,0.9,394.41,6.25,12.17,12.14,12.38,Weather & Environmental
234,8,22,6,1,0.45,0.0,0.0,69.35,82.3,85.11,0.39,391.89,5.88,11.81,11.94,12.57,Customers
235,8,23,0,0,0.25,0.0,0.0,67.21,78.54,78.58,0.91,354.65,5.09,19.05,18.98,17.93,Police
236,8,24,1,0,0.01,0.0,0.0,65.83,78.48,50.6,0.5,342.85,5.71,10.78,10.92,12.02,Other
237,8,25,2,0,0.32,0.0,0.0,66.53,79.52,53.69,1.02,311.59,7.07,10.05,10.24,10.3,Other
238,8,26,3,0,0.02,0.0,0.0,68.1,83.57,67.91,0.6,336.42,5.8,9.67,9.6,9.9,Other
239,8,27,4,0,0.13,0.0,0.0,67.65,83.53,66.92,0.25,342.01,5.73,9.87,9.91,9.82,Other
240,8,28,5,1,0.05,0.0,0.0,67.65,83.17,70.81,0.36,345.08,6.45,9.13,9.36,9.62,Other
241,8,29,6,1,0.02,0.0,0.0,66.21,81.75,53.54,1.61,385.4,5.03,14.3,14.53,14.28,Weather & Environmental
242,8,30,0,0,0.02,0.0,0.0,68.78,85.63,72.4,0.35,349.96,6.04,11.59,10.84,10.74,Customers
243,8,31,1,0,0.01,0.0,0.0,70.68,86.57,77.29,0.86,383.14,5.55,10.83,10.62,10.62,Special Events
244,9,1,2,0,0.84,0.0,0.0,68.2,82.83,66.6,1.24,327.89,6.16,10.8,11.55,11.26,Special Events
245,9,2,3,0,0.05,0.0,0.0,68.45,83.79,79.22,0.24,274.06,6.6,15.82,15.64,14.95,Engineering (Unscheduled)
246,9,3,4,0,0.04,0.0,0.0,70.07,84.32,90.95,0.47,359.31,5.72,12.9,12.93,13.77,Engineering (Unscheduled)
247,9,4,5,1,0.03,0.0,0.0,69.34,84.43,96.4,0.72,382.77,5.39,11.29,11.27,11.43,Engineering (Unscheduled)
248,9,5,6,1,0.01,0.0,0.0,69.48,83.25,96.01,0.23,381.21,5.05,10.89,11.05,11.75,Capital Projects
249,9,6,0,0,0.74,0.0,0.0,64.19,78.57,73.28,0.29,358.02,5.39,11.35,11.32,10.72,3rd Party Operations
250,9,7,1,0,0.16,0.0,0.0,65.78,78.31,81.88,0.34,355.12,6.78,10.3,10.84,12.16,Maintenance of Equipment
251,9,8,2,0,0.28,0.0,0.0,65.24,81.56,60.7,0.42,374.95,5.28,10.61,10.4,9.58,3rd Party Operations
252,9,9,3,0,0.05,0.0,0.0,63.49,77.84,74.76,0.45,335.15,6.18,11.11,10.18,10.67,Other
253,9,10,4,0,0.72,0.0,0.0,64.0,75.56,95.46,0.13,368.9,6.11,10.66,10.46,10.5,Police
254,9,11,5,1,0.01,0.0,0.0,64.17,80.28,94.34,0.33,371.09,6.28,11.66,11.89,11.73,Engineering (Unscheduled)
255,9,12,6,1,0.38,0.0,0.0,64.79,80.44,105.09,0.62,406.97,6.53,10.54,10.82,11.16,Police
256,9,13,0,0,0.11,0.0,0.0,63.85,78.59,72.76,0.22,349.32,5.81,9.97,10.28,10.48,Customers
257,9,14,1,0,0.08,0.0,0.0,62.69,78.42,81.62,0.43,387.33,7.63,10.06,9.94,9.68,Customers
258,9,15,2,0,0.01,0.0,0.0,61.14,77.65,86.92,0.22,349.41,6.55,11.19,10.59,9.83,3rd Party Operations
259,9,16,3,0,0.08,0.0,0.0,61.65,78.12,93.77,0.23,409.48,6.42,17.06,15.06,14.81,3rd Party Operations
260,9,17,4,0,0.01,0.0,0.0,61.6,76.14,81.05,0.59,399.93,5.25,14.15,15.96,15.39,3rd Party Operations
261,9,18,5,1,0.21,0.0,0.0,64.62,78.77,101.73,0.27,325.62,7.21,12.25,12.77,12.79,Customers
262,9,19,6,1,0.08,0.0,0.0,60.47,74.29,66.53,0.25,305.65,6.16,10.1,11.0,12.49,Police
263,9,20,0,0,0.01,0.0,0.0,61.57,74.7,79.0,0.42,352.84,6.55,9.44,9.84,10.3,Customers
264,9,21,1,0,0.07,0.0,0.0,61.93,76.64,83.69,0.54,384.53,8.74,9.11,9.28,9.56,Customers
265,9,22,2,0,0.04,0.0,0.0,62.62,78.28,86.58,0.15,400.79,8.27,9.46,8.57,8.59,Customers
266,9,23,3,0,0.41,0.0,0.0,63.14,79.56,77.54,0.76,392.0,5.8,10.93,11.47,10.44,Customers
267,9,24,4,0,0.03,0.0,0.0,58.84,73.82,98.89,0.15,361.12,5.7,10.99,10.26,10.77,Customers
268,9,25,5,1,0.25,0.0,0.0,60.63,77.75,86.05,0.6,380.37,7.24,8.97,9.28,10.12,Customers
269,9,26,6,1,0.03,0.0,0.0,62.92,80.16,86.98,0.83,386.16,6.1,12.84,12.81,12.66,Other
270,9,27,0,0,0.1,0.0,0.0,62.14,76.04,84.53,0.46,383.48,6.55,8.91,9.59,9.73,Customers
271,9,28,1,0,0.32,0.0,0.0,61.9,73.94,80.17,1.05,395.07,7.61,9.08,9.16,9.44,Customers
272,9,29,2,0,0.13,0.0,0.0,60.9,72.81,60.59,0.46,351.38,6.09,11.22,10.85,10.84,Weather & Environmental
273,9,30,3,0,0.42,0.0,0.0,58.48,70.97,70.8,0.63,334.5,6.69,10.75,10.77,10.44,3rd Party Operations
274,10,1,4,0,0.62,0.0,0.0,57.83,70.97,75.03,0.35,381.75,5.56,10.05,10.09,9.95,Customers
275,10,2,5,1,0.35,0.0,0.0,56.22,69.62,107.51,1.23,380.51,6.23,8.99,9.3,9.76,Police
276,10,3,6,1,0.15,0.0,0.0,54.86,65.69,89.91,0.98,377.41,6.67,9.47,9.48,9.58,Customers
277,10,4,0,0,0.33,0.0,0.0,55.97,68.95,85.55,0.3,343.12,7.15,9.62,9.59,8.98,3rd Party Operations
278,10,5,1,0,0.01,0.0,0.0,55.67,70.29,94.98,0.58,416.0,7.48,13.74,13.05,12.43,Engineering (Unscheduled)
279,10,6,2,0,0.0,0.0,0.0,55.15,72.28,92.88,0.65,377.96,6.79,12.63,12.19,12.38,Police
280,10,7,3,0,0.11,0.0,0.0,57.74,73.71,86.34,0.08,376.47,6.46,10.3,11.76,11.88,Police
281,10,8,4,0,0.04,0.0,0.0,56.3,69.12,74.35,0.14,335.79,6.28,11.06,10.79,10.68,Customers
282,10,9,5,1,0.3,0.0,0.0,54.52,66.08,81.46,0.14,356.33,6.89,10.09,9.81,10.56,Engineering (Scheduled)
283,10,10,6,1,0.01,0.0,0.0,54.19,68.96,85.37,0.29,378.96,6.37,10.8,11.02,10.31,Engineering (Scheduled)
284,10,11,0,0,0.35,0.0,0.0,58.73,70.0,104.12,0.25,409.76,5.87,18.09,17.47,17.22,3rd Party Operations
285,10,12,1,0,0.16,0.0,0.0,52.54,65.28,66.65,0.86,321.24,6.35,10.71,11.72,13.11,Customers
286,10,13,2,0,0.23,0.0,0.0,53.48,63.36,54.15,0.22,209.94,6.01,10.52,9.98,9.57,Police
287,10,14,3,0,0.15,0.0,0.0,57.48,70.82,86.82,0.46,350.6,6.08,9.43,9.96,10.04,Customers
288,10,15,4,0,0.08,0.0,0.0,53.89,66.88,71.87,0.48,351.13,6.05,9.54,10.08,10.53,Engineering (Unscheduled)
289,10,16,5,1,0.44,0.0,0.0,51.82,65.41,99.33,0.26,377.0,5.62,11.8,10.77,10.25,Engineering (Unscheduled)
290,10,17,6,1,0.01,0.0,0.0,51.22,64.36,88.09,0.53,368.55,6.18,10.93,11.81,12.16,Customers
291,10,18,0,0,0.0,0.0,0.0,50.4,63.15,81.02,0.53,384.82,6.17,10.52,10.74,10.55,Customers
292,10,19,1,0,0.18,0.0,0.0,49.5,63.45,93.03,0.62,371.0,5.59,10.27,10.56,10.58,Maintenance of Equipment
293,10,20,2,0,0.04,0.0,0.0,51.93,65.37,81.46,0.45,311.42,5.99,9.96,9.44,10.17,Customers
294,10,21,3,0,0.12,0.0,0.0,52.76,67.56,92.67,0.12,356.71,4.98,10.79,11.26,10.88,Engineering (Unscheduled)
295,10,22,4,0,0.29,0.0,0.0,49.14,60.97,90.4,0.17,310.04,6.32,10.95,10.34,10.93,Maintenance of Equipment
296,10,23,5,1,0.03,0.0,0.0,51.98,64.47,98.37,0.82,328.41,6.66,9.65,9.6,9.08,Customers
297,10,24,6,1,0.09,0.0,0.0,53.45,64.45,91.42,0.6,380.49,5.98,11.05,11.19,10.77,Engineering (Unscheduled)
298,10,25,0,0,0.01,0.0,0.0,52.09,65.55,67.68,0.43,331.48,5.36,10.11,10.26,11.2,Customers
299,10,26,1,0,0.14,0.0,0.0,48.91,59.9,83.57,0.29,353.79,5.99,11.98,11.04,10.8,Maintenance of Equipment
300,10,27,2,0,0.43,0.0,0.0,50.02,62.4,71.81,0.17,328.05,5.66,11.71,12.32,10.08,Weather & Environmental
301,10,28,3,0,0.29,0.0,0.0,50.08,63.34,85.06,1.2,379.69,5.55,10.2,10.34,11.5,Engineering (Unscheduled)
302,10,29,4,0,0.56,0.44,0.0,47.07,59.2,68.42,0.27,362.0,6.1,10.22,10.3,10.83,Weather & Environmental
303,10,30,5,1,0.16,0.0,0.0,46.13,58.47,110.09,0.18,341.54,5.0,9.76,9.35,9.57,Police
304,10,31,6,1,0.17,0.0,0.0,49.46,62.85,81.95,0.53,372.77,7.35,10.92,11.13,10.36,Customers
305,11,1,0,0,0.07,0.0,0.0,46.86,64.6,106.49,0.45,387.36,6.13,11.63,11.7,11.89,Weather & Environmental
306,11,2,1,0,0.06,0.0,0.0,50.19,60.29,71.2,0.16,347.19,5.42,11.77,11.97,11.89,Weather & Environmental
307,11,3,2,0,0.05,0.0,0.0,46.43,62.26,67.58,0.5,334.47,6.01,10.39,9.64,11.07,Customers
308,11,4,3,0,0.04,0.0,0.0,43.88,58.11,78.71,0.38,314.09,5.49,9.44,10.06,9.69,Engineering (Unscheduled)
309,11,5,4,0,0.09,0.0,0.0,46.0,55.4,78.06,0.4,386.54,4.51,11.83,11.01,10.81,Other
310,11,6,5,1,0.12,0.0,0.0,49.42,60.96,94.53,0.52,363.06,4.64,10.39,10.37,10.84,Customers
311,11,7,0,0,0.5,1.52,0.0,39.62,52.97,106.08,0.29,422.96,4.11,12.04,11.87,12.08,Weather & Environmental
312,11,8,0,0,0.01,0.06,0.63,40.2,52.68,86.62,0.43,406.66,4.71,13.8,13.84,12.87,Weather & Environmental
313,11,9,1,0,0.12,0.0,0.0,41.62,55.44,83.39,1.14,343.4,4.6,10.9,11.39,11.84,Weather & Environmental
314,11,10,2,0,0.04,0.0,0.0,41.94,57.46,82.32,0.38,328.82,6.09,10.67,10.02,10.59,Customers
315,11,11,3,0,0.2,0.0,0.0,46.53,59.05,71.52,0.32,291.4,6.5,10.28,10.95,10.4,Customers
316,11,12,4,0,0.06,0.0,0.0,41.42,58.9,92.77,0.16,319.97,4.6,11.28,11.02,11.33,Weather & Environmental
317,11,13,5,1,0.25,0.0,0.0,36.78,50.4,101.31,0.35,348.21,4.88,10.1,10.33,10.28,Other
318,11,14,6,1,0.0,0.0,0.0,38.73,50.07,93.45,0.61,301.94,5.6,10.45,10.17,10.04,Customers
319,11,15,0,0,0.48,1.48,0.0,39.55,51.94,89.73,0.66,350.41,5.27,11.74,11.78,11.46,Weather & Environmental
320,11,16,1,0,0.12,0.0,0.37,43.19,55.44,79.63,0.21,303.15,5.59,10.45,10.85,11.66,Engineering (Unscheduled)
321,11,17,2,0,0.47,0.0,0.14,40.43,52.56,92.5,0.22,351.38,5.43,10.33,9.57,9.24,Maintenance of Equipment
322,11,18,3,0,0.09,0.0,0.0,37.32,49.73,77.4,0.54,254.2,5.51,10.82,10.7,10.37,Engineering (Unscheduled)
323,11,19,4,0,0.19,0.0,0.0,38.32,50.1,97.46,0.51,333.1,5.4,10.22,10.03,10.21,3rd Party Operations
324,11,20,5,1,0.01,0.0,0.0,36.21,47.72,108.63,0.21,347.28,4.46,13.45,13.96,12.66,Maintenance of Equipment
325,11,21,6,1,0.0,0.0,0.0,35.12,46.96,100.19,0.42,338.56,5.17,12.75,12.05,12.4,Customers
326,11,22,0,0,0.1,0.0,0.0,34.58,47.57,79.26,0.15,365.69,5.1,15.51,16.22,16.29,3rd Party Operations
327,11,23,1,0,0.06,0.0,0.0,31.57,45.55,73.3,0.31,340.73,4.92,10.55,10.57,11.34,Weather & Environmental
328,11,24,2,0,0.33,0.0,0.0,37.98,51.83,84.63,0.23,343.76,4.65,11.6,11.81,11.61,Weather & Environmental
329,11,25,3,0,0.05,0.0,0.0,37.88,50.67,92.8,0.32,344.96,4.55,9.05,9.42,10.26,Engineering (Unscheduled)
330,11,26,4,0,0.51,0.04,0.0,38.25,51.8,118.21,0.62,338.18,3.9,10.27,9.83,9.51,Weather & Environmental
331,11,27,5,1,0.44,0.0,0.0,39.9,52.48,95.1,0.48,373.09,4.67,8.82,9.03,8.94,Other
332,11,28,6,1,0.0,0.0,0.0,36.03,47.55,70.16,0.33,304.49,4.86,10.58,10.25,10.0,Weather & Environmental
333,11,29,0,0,0.67,0.0,0.0,40.71,51.6,82.82,0.24,325.27,4.79,10.27,10.55,10.53,Police
334,11,30,1,0,0.15,0.0,0.0,38.44,50.95,87.86,0.06,340.68,5.04,9.78,9.36,10.16,Police
335,12,1,2,0,0.21,0.0,0.0,39.98,54.18,89.65,0.43,332.12,4.79,12.8,13.1,11.9,Other
336,12,2,3,0,0.11,0.2,0.0,37.98,47.8,81.51,0.28,315.99,5.7,9.83,10.54,10.87,Customers
337,12,3,4,0,0.02,0.07,0.27,39.87,48.03,89.71,0.52,359.76,5.01,10.35,10.11,10.07,Customers
338,12,4,5,1,0.01,0.0,0.0,38.46,49.15,96.21,0.33,341.5,4.62,9.1,9.01,10.01,Customers
339,12,5,6,1,0.39,0.0,0.0,41.72,52.58,113.84,0.35,387.81,4.77,11.26,11.04,10.95,Weather & Environmental
340,12,6,0,0,0.33,0.0,0.0,36.54,51.56,100.09,0.19,307.91,5.08,11.33,11.28,10.88,Other
341,12,7,1,0,0.12,0.0,0.0,36.05,45.06,96.43,0.28,336.12,5.08,9.87,10.21,10.53,Customers
342,12,8,2,0,0.04,0.03,0.0,31.92,41.4,91.1,0.22,338.69,5.54,10.56,9.86,10.22,Customers
343,12,9,3,0,1.15,0.24,0.0,35.21,43.98,96.74,0.22,359.79,4.65,11.39,11.56,11.23,Other
344,12,10,4,0,0.05,0.28,0.18,33.81,45.29,89.43,0.49,367.36,4.62,9.69,10.26,9.93,Maintenance of Equipment
345,12,11,5,1,0.08,0.05,0.35,34.86,45.83,101.31,0.22,352.6,4.87,10.26,10.12,10.49,Other
346,12,12,6,1,0.16,0.0,0.0,33.39,43.9,98.6,0.58,387.17,5.39,11.2,11.13,10.84,3rd Party Operations
347,12,13,0,0,0.11,0.0,0.0,31.84,43.97,98.66,0.64,383.12,5.2,9.59,10.15,10.48,Customers
348,12,14,1,0,0.17,0.61,0.22,30.31,39.84,78.23,0.59,348.46,4.32,11.2,10.49,10.54,Engineering (Unscheduled)
349,12,15,2,0,0.09,0.27,0.32,32.88,42.77,108.28,0.55,396.98,5.65,11.7,12.35,11.75,Weather & Environmental
350,12,16,3,0,0.36,1.6,0.29,29.33,38.09,82.53,0.32,298.69,5.05,12.25,12.16,12.99,Weather & Environmental
351,12,17,4,0,0.43,1.2,2.38,30.56,38.55,90.5,0.42,311.71,3.95,10.88,10.73,10.27,Weather & Environmental
352,12,18,5,1,0.05,0.13,1.02,29.05,42.31,98.06,0.45,387.52,4.05,9.82,10.13,10.21,Engineering (Unscheduled)
353,12,19,6,1,0.0,0.0,0.6,29.15,40.61,90.87,0.38,371.1,4.07,10.51,9.88,10.27,Customers
354,12,20,0,0,0.02,0.0,0.36,28.94,41.25,87.36,0.06,378.6,4.5,12.99,13.19,12.01,Engineering (Unscheduled)
355,12,21,1,0,0.42,0.0,0.7,37.45,50.71,87.84,0.29,352.83,4.82,11.42,11.17,12.03,Special Events
356,12,22,2,0,0.04,0.0,0.13,35.24,45.66,78.21,0.3,319.7,3.47,10.56,10.61,10.3,3rd Party Operations
357,12,23,3,0,0.65,0.0,0.14,32.38,51.23,76.03,0.36,251.86,4.92,10.18,9.61,10.13,External Factors
358,12,24,4,0,0.17,0.0,0.04,37.51,47.69,64.88,0.27,332.01,3.31,13.16,12.97,11.76,Special Events
359,12,25,5,1,0.12,0.0,0.0,31.89,45.34,37.56,0.38,261.52,2.88,14.05,14.59,13.48,Police
360,12,26,6,1,0.36,2.91,0.0,28.5,37.79,49.04,1.52,306.92,2.98,11.95,12.15,14.28,Weather & Environmental
361,12,27,1,0,0.21,0.0,0.0,33.63,44.14,78.81,0.35,339.25,3.91,11.55,11.69,9.26,Engineering (Unscheduled)
362,12,28,2,0,0.08,0.0,0.0,23.26,32.76,84.53,0.58,396.96,3.98,15.3,15.08,15.1,Engineering (Unscheduled)
363,12,29,2,0,0.15,0.0,4.4,27.94,38.06,48.34,0.33,357.84,3.36,9.34,10.51,12.03,Engineering (Unscheduled)
364,12,30,3,0,0.08,0.03,2.5,32.0,42.15,53.27,0.31,301.59,3.28,10.8,10.01,9.55,Customers
365,12,31,4,0,0.16,0.0,1.06,33.63,42.46,74.59,0.68,357.91,3.18,15.04,14.39,13.78,Police
